지역,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.1,2019.11,2019.12,미세먼지(PM-10) 배출량 평균
경기도 안성시,75.0,68.0,78.0,47.0,58.0,30.0,23.0,26.0,22.0,37.0,53.0,48.0,6891.268397595631
경기도 안양시,74.0,60.5,73.5,48.25,60.75,34.75,32.75,31.75,25.5,36.5,47.75,48.75,1914.5798916831689
경기도 양주시,83.5,61.5,70.0,39.5,52.5,27.5,25.0,24.0,23.0,37.5,47.0,42.5,4676.47692093458
경기도 양평군,70.0,60.0,66.0,38.0,49.0,30.0,26.0,28.0,20.0,29.0,40.0,42.0,4018.614511741934
경기도 여주시,39.0,33.5,35.5,21.5,28.5,17.5,10.0,9.5,11.5,17.0,24.5,24.5,4737.437422722224
경기도 연천군,55.0,46.0,57.0,36.0,43.0,24.0,23.0,21.0,18.0,29.0,39.0,40.0,2849.161374363636
경기도 오산시,76.0,65.0,77.0,50.0,54.0,26.0,27.0,28.0,24.0,31.0,44.0,41.0,2123.1582804458603
경기도 용인시,33.16666667,19.5,31.83333333,21.33333333,56.0,32.0,26.83333333,28.5,24.0,33.66666667,47.33333333,50.16666667,3361.80941022181
경기도 의왕시,71.0,61.0,72.0,41.5,50.5,29.0,27.0,28.0,25.0,33.0,44.5,46.0,1233.802315973154
경기도 의정부시,73.0,54.5,64.5,38.5,50.5,31.5,29.5,26.5,22.5,34.5,44.5,45.0,2835.9635087248325
경기도 이천시,38.5,67.5,73.0,46.0,57.0,34.0,24.0,24.0,21.0,35.0,46.0,47.5,8124.552281179775
경기도 파주시,76.5,59.5,71.5,45.0,61.0,31.5,30.5,30.5,29.5,45.0,53.5,50.0,7847.767672864579
경기도 평택시,80.5,69.75,85.0,56.0,67.0,39.5,34.25,33.5,33.25,43.0,49.75,47.0,9964.282496933962
경기도 포천시,85.0,67.5,69.5,40.0,47.0,26.0,27.0,26.5,23.0,34.5,52.0,56.0,4858.932059663462
경기도 하남시,88.0,75.0,78.0,39.0,49.0,25.0,24.0,25.0,18.0,27.0,43.0,43.0,4102.023229423076
경기도 화성시,70.4,61.0,75.6,47.6,59.0,34.0,33.0,30.8,28.6,38.6,47.2,46.4,14607.142447101443
경상남도 거제시,39.0,43.0,43.0,36.0,45.0,31.0,26.0,31.0,30.0,32.0,36.0,29.0,2224.4552939673904
경상남도 거창군,50.0,56.0,60.0,41.0,45.0,35.0,26.0,28.0,24.0,30.0,40.0,37.0,3246.24297404908
경상남도 고성군,46.0,50.0,50.0,40.0,46.0,36.0,28.0,35.0,30.0,32.0,39.0,33.0,4515.538959349115
경상남도 김해시,39.5,39.25,38.5,30.5,35.0,24.5,21.75,25.0,19.75,22.5,37.75,36.5,4600.056048833332
경상남도 남해군,45.0,50.0,51.0,38.0,44.0,35.0,25.0,29.0,27.0,28.0,35.0,30.0,1997.873554263566
경상남도 밀양시,49.0,50.0,50.0,40.0,46.0,37.0,30.0,30.0,23.0,26.0,37.0,33.0,3216.5176667777782
경상남도 사천시,43.0,44.0,42.0,32.0,37.0,30.0,22.0,26.0,22.0,25.0,35.0,34.0,1953.7434164893612
경상남도 산청군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,3228.3852054609915
경상남도 양산시,50.0,52.0,53.5,45.0,51.5,39.5,32.0,33.5,28.0,32.5,38.0,35.0,3205.065764365482
경상남도 의령군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,2059.339314861112
경상남도 진주시,45.33333333,48.0,50.0,41.33333333,47.66666667,39.66666667,30.33333333,32.66666667,27.66666667,28.66666667,38.33333333,33.0,3606.78051469697
경상남도 창녕군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,4251.735532774567
경상남도 창원시,41.44444444,41.44444444,44.66666667,36.88888889,43.11111111,32.88888889,26.55555556,30.11111111,25.44444444,28.0,38.11111111,34.22222222,1553.297785924489
경상남도 통영시,48.0,53.0,53.0,42.0,50.0,39.0,30.0,36.0,29.0,32.0,37.0,31.0,1176.213546257669
경상남도 하동군,38.0,52.0,47.0,36.0,42.0,42.0,0.0,0.0,0.0,19.0,27.0,27.0,4616.003645259742
경상남도 함안군,50.0,50.0,47.0,38.0,42.0,35.0,28.0,30.0,30.0,34.0,42.0,37.0,4245.666157664974
경상남도 함양군,47.0,52.0,57.0,37.0,43.0,33.0,23.0,24.0,20.0,27.0,36.0,30.0,3172.969598391609
경상남도 합천군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,4670.59542680851
경상북도 경산시,64.0,60.0,59.0,44.0,48.0,37.0,31.0,33.0,23.0,27.0,41.0,45.0,3611.4823749760776
경상북도 경주시,12.5,11.75,11.75,9.75,11.75,8.0,6.0,6.5,5.5,6.75,9.75,23.25,6377.621780152284
경상북도 고령군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,31.0,31.0,1945.724839148936
경상북도 구미시,75.75,71.25,72.25,49.75,53.25,37.75,33.5,32.75,28.75,32.25,44.75,47.5,14624.613321133003
경상북도 김천시,37.0,71.0,71.5,43.5,41.0,31.0,28.0,25.0,24.0,30.5,41.0,43.0,5014.475784973546
경상북도 봉화군,0.0,0.0,0.0,0.0,29.0,18.0,18.0,20.0,13.0,17.0,21.0,22.0,3010.398408910257
경상북도 상주시,55.0,54.0,62.0,44.0,48.0,30.0,25.0,25.0,22.0,30.0,45.0,40.0,7162.968986069363
경상북도 안동시,0.0,46.0,48.0,37.0,44.0,29.0,26.0,25.0,19.0,26.0,36.0,39.0,5919.646167555555
경상북도 영주시,49.0,42.0,41.0,28.0,31.0,19.0,16.5,17.0,15.5,23.5,32.0,33.0,5751.871659411765
경상북도 영천시,58.0,52.0,52.0,40.0,47.0,31.0,23.0,25.0,23.0,30.0,45.0,44.0,4282.054089351351
경상북도 울릉군,0.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,20.0,26.0,26.0,23.0,1147.6724426548672
경상북도 울진군,0.0,34.0,43.0,32.0,37.0,22.0,24.0,24.0,18.0,24.0,27.0,26.0,2485.080203216784
경상북도 칠곡군,56.0,51.0,51.0,37.0,40.0,29.0,24.0,26.0,24.0,27.0,39.0,38.0,3175.130673451775
경상북도 포항시,29.5,28.5,32.375,26.5,30.75,22.625,18.375,29.25,26.75,33.375,42.25,38.75,55897.36992995005
광주광역시 광산구,46.5,50.0,53.5,36.5,44.5,34.0,24.5,29.5,24.5,32.0,39.5,31.5,4090.9354218235303
광주광역시 남구,58.0,61.0,68.0,47.0,54.0,45.0,32.0,35.0,32.0,38.0,48.0,41.0,2067.405587071429
광주광역시 동구,57.0,61.0,67.0,46.0,51.0,41.0,26.0,30.0,26.0,34.0,43.0,30.0,1155.1697903787883
광주광역시 북구,52.5,57.0,67.0,45.5,53.0,43.5,31.5,32.5,27.5,36.5,42.0,31.0,3095.896393223684
광주광역시 서구,55.0,60.0,68.0,47.0,51.0,40.0,30.0,31.0,27.0,35.0,43.0,34.0,2945.5672567605625
대구광역시 남구,59.0,55.0,54.0,39.0,45.0,30.0,22.0,23.0,21.0,26.0,44.0,45.0,896.3380101834862
대구광역시 달서구,52.5,52.0,51.0,38.5,44.0,33.0,25.0,13.0,11.5,25.0,37.0,38.5,3534.103615773808
대구광역시 달성군,29.5,55.0,54.0,41.0,47.5,35.5,28.5,27.5,26.5,28.0,40.0,35.5,2709.9568495876288
대구광역시 동구,57.0,54.5,53.5,41.5,45.5,31.5,27.5,27.5,23.5,27.5,40.5,43.5,3148.9990684375
대구광역시 북구,60.0,56.0,57.5,44.0,49.0,35.0,29.0,29.5,27.0,30.5,42.5,41.5,3840.1917914374985
대구광역시 서구,62.0,56.0,61.0,44.0,51.0,35.0,28.0,28.0,25.0,30.0,47.0,47.0,4872.594258496731
대구광역시 수성구,56.0,55.33333333,52.33333333,37.66666667,41.66666667,29.66666667,23.66666667,24.0,20.33333333,26.33333333,39.0,41.66666667,4483.9233009790205
대구광역시 중구,60.0,54.0,55.0,40.0,48.0,29.0,23.0,24.0,20.0,26.0,40.0,40.0,2050.3029106451613
대전광역시 대덕구,78.5,71.5,76.5,45.5,50.5,32.0,24.5,24.5,22.5,33.5,46.5,44.0,1295.8544529999997
대전광역시 동구,64.0,60.5,64.5,38.0,41.0,29.0,22.0,23.0,21.5,25.5,39.0,36.5,1446.9522043356642
대전광역시 서구,55.5,54.0,61.5,35.5,46.0,31.5,26.5,29.0,22.0,28.5,42.0,37.0,2560.367758550724
대전광역시 유성구,68.66666667,63.33333333,70.33333333,41.66666667,47.66666667,28.33333333,19.33333333,23.66666667,22.0,29.0,44.66666667,44.33333333,4165.017061895424
대전광역시 중구,60.0,58.0,60.0,36.0,45.0,31.0,27.0,29.0,21.0,26.0,40.0,37.0,1720.6248477142858
부산광역시 강서구,54.5,53.5,53.5,42.5,53.0,36.5,28.5,33.0,27.0,30.0,37.5,40.5,4323.4603384422135
부산광역시 금정구,43.5,46.0,47.0,38.0,43.5,30.5,25.5,29.0,24.0,25.5,31.0,30.5,1809.4400791095893
부산광역시 기장군,40.0,44.0,46.0,36.0,41.0,28.0,24.0,27.0,23.5,27.0,31.5,28.5,3125.7501011242603
부산광역시 남구,43.0,42.0,45.0,36.0,47.0,31.0,27.0,31.0,24.0,26.0,33.0,31.0,4985.456182743361
부산광역시 동구,38.0,37.0,40.0,32.0,41.0,31.0,27.0,28.0,22.0,22.0,29.0,28.0,948.3713938686132
부산광역시 동래구,48.0,48.0,49.0,41.0,50.0,33.0,29.0,33.0,26.0,29.0,35.0,37.0,2172.7050101503755
부산광역시 부산진구,25.5,25.5,33.5,24.5,25.5,14.5,24.0,28.0,22.5,26.5,37.0,40.5,4602.689212101451
부산광역시 북구,53.0,51.0,54.0,48.0,36.0,29.0,28.0,30.0,24.0,28.0,37.0,40.0,1868.6451933076924
부산광역시 사상구,57.0,52.0,56.0,43.0,51.5,33.5,27.5,30.0,24.0,28.0,39.0,44.5,1874.231721304348
부산광역시 사하구,31.0,27.5,27.0,21.0,27.5,18.0,25.0,27.5,22.0,26.5,36.5,38.5,4544.719899461077
부산광역시 서구,51.0,50.0,50.0,39.0,47.0,32.0,29.0,31.0,25.0,28.0,38.0,37.0,2380.8048722400003
부산광역시 수영구,44.0,44.0,47.0,41.0,51.0,35.0,29.0,32.0,25.0,24.0,34.0,31.0,1661.3199645901636
부산광역시 연제구,44.0,46.0,48.0,40.0,48.0,33.0,28.0,29.0,25.0,28.0,35.0,37.0,1670.8924803846155
부산광역시 영도구,48.0,54.0,62.0,45.0,37.0,27.0,21.0,27.0,21.0,23.0,31.0,26.0,2335.086971151079
부산광역시 중구,51.0,53.0,55.0,41.0,51.0,34.0,28.0,32.0,27.0,26.0,34.0,30.0,665.1892575862067
부산광역시 해운대구,41.0,41.0,44.0,35.0,43.0,28.0,25.0,27.0,22.0,24.0,30.0,27.0,3621.153934093961
서울특별시 강남구,61.0,54.0,64.0,34.0,43.0,24.0,29.0,29.0,24.0,33.0,44.0,43.0,5805.707485734264
서울특별시 강동구,65.0,58.0,67.0,37.0,47.0,26.0,26.0,22.0,19.0,34.0,54.0,48.0,2803.818568000001
서울특별시 강북구,71.0,62.0,73.0,39.0,52.0,30.0,31.0,32.0,26.0,36.0,41.0,46.0,1008.8165306666668
서울특별시 강서구,76.0,65.0,79.0,42.0,53.0,27.0,28.0,27.0,24.0,36.0,48.0,52.0,3957.173366462584
서울특별시 관악구,72.0,63.0,76.0,48.0,62.0,35.0,26.0,24.0,0.0,45.0,44.0,43.0,1750.4888730327864
서울특별시 광진구,65.0,55.0,69.0,43.0,57.0,32.0,27.0,28.0,24.0,34.0,40.0,37.0,1690.2832397580646
서울특별시 구로구,67.0,56.0,72.0,46.0,61.0,31.0,19.0,22.0,19.0,27.0,42.0,40.0,2154.55868519084
서울특별시 금천구,64.0,57.0,66.0,38.0,45.0,25.0,25.0,24.0,19.0,28.0,35.0,36.0,2930.1103779069754
서울특별시 노원구,68.0,58.0,67.0,37.0,48.0,26.0,27.0,26.0,21.0,28.0,35.0,38.0,1762.0439917037036
서울특별시 도봉구,62.0,52.0,65.0,38.0,53.0,29.0,23.0,20.0,17.0,25.0,32.0,38.0,1765.3869597560972
서울특별시 동대문구,61.0,54.0,63.0,33.0,42.0,22.0,22.0,21.0,16.0,43.0,42.0,43.0,1439.06999109375
서울특별시 동작구,64.0,59.0,68.0,39.0,48.0,29.0,30.0,30.0,29.0,35.0,44.0,46.0,1290.1164608196718
서울특별시 마포구,73.0,61.0,77.0,50.0,65.0,36.0,25.0,23.0,16.0,43.0,41.0,40.0,1958.703817014925
서울특별시 서대문구,66.0,55.0,69.0,44.0,59.0,30.0,24.0,23.0,20.0,28.0,34.0,40.0,1325.536169512195
서울특별시 서초구,63.0,54.0,74.0,49.0,62.0,32.0,24.0,23.0,19.0,29.0,47.0,47.0,3250.8090445652174
서울특별시 성동구,75.0,66.0,80.0,46.0,55.0,34.0,31.0,25.0,22.0,29.0,38.0,38.0,1986.27793515625
서울특별시 성북구,64.0,55.0,65.0,42.0,58.0,30.0,23.0,26.0,29.0,40.0,47.0,43.0,2035.1138709836057
서울특별시 송파구,69.0,56.0,67.0,43.0,54.0,31.0,23.0,21.0,19.0,29.0,36.0,36.0,11341.732556206896
서울특별시 양천구,73.0,64.0,80.0,44.0,56.0,30.0,32.0,31.0,27.0,39.0,49.0,49.0,1616.4007962121216
서울특별시 영등포구,70.0,60.0,76.0,52.0,64.0,37.0,26.0,24.0,22.0,30.0,36.0,35.0,5880.8028302325565
서울특별시 용산구,54.0,49.0,59.0,31.0,41.0,20.0,21.0,23.0,17.0,23.0,32.0,37.0,4605.649156355935
서울특별시 은평구,64.0,57.0,70.0,44.0,57.0,31.0,26.0,26.0,22.0,29.0,37.0,40.0,1391.5105189473684
서울특별시 종로구,60.0,51.0,61.0,35.0,44.0,24.0,25.0,24.0,20.0,27.0,37.0,42.0,2503.3563681666656
서울특별시 중구,60.0,53.0,62.0,35.0,44.0,23.0,26.0,24.0,20.0,27.0,36.0,40.0,5096.537596528925
서울특별시 중랑구,58.0,51.0,60.0,32.0,42.0,22.0,22.0,21.0,14.0,45.0,40.0,42.0,2170.2913352713163
세종특별자치시 세종시,70.0,64.5,70.5,40.25,50.75,33.75,22.75,26.75,23.25,32.75,44.75,46.5,5036.499735494504
울산광역시 남구,44.83333333,46.16666667,48.83333333,41.66666667,50.0,34.66666667,28.5,30.0,24.5,25.5,31.83333333,31.66666667,9073.367791400964
울산광역시 동구,42.5,42.0,46.0,37.0,47.5,31.0,31.5,31.5,25.0,26.0,31.0,27.5,1643.779846569343
울산광역시 북구,50.0,49.0,50.0,41.0,49.0,33.0,29.5,30.0,27.5,31.5,41.0,39.0,1701.6040514285714
울산광역시 울주군,45.5,47.25,50.25,40.75,48.75,33.75,30.0,30.5,27.5,29.5,36.0,36.25,6052.385922836539
울산광역시 중구,42.0,43.5,46.0,38.5,46.0,33.5,27.5,30.0,23.0,24.0,32.0,31.0,1165.2233935211273
인천광역시 강화군,33.5,28.5,33.5,21.5,26.0,15.0,15.5,16.0,16.0,40.0,41.5,41.0,3100.990086352201
인천광역시 계양구,60.0,51.0,69.0,46.0,59.0,29.0,30.0,28.0,26.0,35.0,39.0,41.0,4039.1370448701314
인천광역시 남동구,44.0,65.66666667,68.66666667,43.33333333,51.0,29.33333333,30.33333333,30.0,27.66666667,33.66666667,39.33333333,39.66666667,4928.56773698225
인천광역시 동구,71.0,64.0,74.0,47.0,58.0,32.0,33.0,35.0,33.0,37.0,46.0,45.0,1618.3795758823526
인천광역시 미추홀구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,45.0,44.0,3233.554428965517
인천광역시 부평구,57.0,52.0,64.0,41.0,51.0,28.0,31.0,29.0,26.0,33.0,41.0,44.0,4551.698660263158
인천광역시 서구,60.8,53.0,65.4,41.6,51.8,29.6,25.8,31.4,27.6,36.2,42.6,41.2,11912.93401487562
인천광역시 연수구,58.5,53.5,65.0,41.0,47.0,28.5,15.5,29.0,27.5,34.5,39.5,39.0,3168.3264481300807
인천광역시 중구,39.0,35.33333333,43.66666667,28.66666667,33.33333333,17.33333333,18.0,19.0,26.0,34.33333333,38.33333333,35.33333333,4691.551329314284
전라남도 강진군,0.0,0.0,0.0,0.0,0.0,28.0,23.0,28.0,22.0,25.0,28.0,26.0,3478.940612484077
전라남도 고흥군,0.0,0.0,33.0,30.0,38.0,27.0,19.0,23.0,20.0,25.0,33.0,26.0,4598.087370704225
전라남도 곡성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,41.0,34.0,2900.663900074073
전라남도 광양시,28.5,45.5,44.0,33.0,39.5,33.0,23.25,25.0,20.75,21.25,31.25,26.25,62172.96212410813
전라남도 구례군,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,24.0,27.0,36.0,33.0,1741.985441031746
전라남도 나주시,39.0,44.0,56.0,41.0,45.0,40.0,23.0,25.0,18.0,25.0,34.0,27.0,5650.2670815028905
전라남도 담양군,55.0,58.0,63.0,37.0,42.0,42.0,31.0,26.0,21.0,27.0,39.0,27.0,2764.9287480000003
전라남도 목포시,50.0,54.5,63.0,38.0,50.0,32.0,28.5,33.0,27.5,34.0,39.0,32.0,3174.7253749112424
전라남도 무안군,0.0,0.0,43.0,37.0,48.0,39.0,31.0,34.0,33.0,43.0,44.0,35.0,5089.0802687577625
전라남도 보성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,38.0,33.0,3437.878274658387
전라남도 순천시,40.2,45.2,43.0,31.2,38.0,28.8,20.6,28.6,21.4,22.0,34.2,27.0,4920.657712430941
전라남도 신안군,0.0,0.0,41.0,32.0,42.0,23.0,13.0,37.0,17.0,26.0,30.0,23.0,3522.6427086614185
전라남도 여수시,39.875,44.875,42.25,31.125,39.25,29.75,23.0,27.25,23.25,24.375,34.25,25.875,9048.668057692314
전라남도 영광군,50.0,52.0,64.0,42.0,47.0,34.0,23.0,27.0,24.0,36.0,41.0,34.0,3651.2382125925938
전라남도 영암군,47.0,49.0,59.0,37.0,46.0,31.0,33.0,36.0,28.0,35.0,42.0,41.0,4545.68925566845
전라남도 완도군,0.0,46.0,48.0,31.0,41.0,26.0,20.0,24.0,20.0,25.0,34.0,23.0,2029.8458538970597
전라남도 장성군,50.0,52.0,58.0,41.0,45.0,33.0,20.0,20.0,21.0,31.0,39.0,34.0,3024.2941438509315
전라남도 장흥군,39.0,43.0,45.0,26.0,34.0,31.0,20.0,31.0,21.0,28.0,34.0,28.0,3004.3483028476817
전라남도 진도군,0.0,43.0,46.0,30.0,40.0,26.0,20.0,24.0,21.0,29.0,33.0,26.0,2011.5896249206355
전라남도 함평군,0.0,48.0,54.0,33.0,42.0,31.0,22.0,25.0,21.0,32.0,39.0,36.0,3782.941286089744
전라남도 해남군,40.0,43.0,52.0,34.0,45.0,35.0,23.0,27.0,23.0,32.0,35.0,28.0,5616.043339044586
전라남도 화순군,0.0,0.0,50.0,36.0,42.0,33.0,22.0,24.0,20.0,27.0,33.0,26.0,2948.370698780488
전라북도 고창군,60.5,63.0,69.0,44.0,49.5,35.0,27.5,29.0,26.5,31.5,36.0,32.5,6772.917198591549
전라북도 군산시,60.0,61.33333333,72.0,45.0,60.66666667,37.33333333,27.66666667,30.0,28.0,40.0,49.33333333,40.66666667,4995.2281829493095
전라북도 김제시,61.0,62.0,70.0,46.0,54.0,42.0,29.0,30.0,27.0,39.0,46.0,39.0,5172.190331793479
전라북도 남원시,62.0,67.0,67.0,46.0,50.0,37.0,21.0,25.0,21.0,23.0,33.0,29.0,4395.786002395212
전라북도 무주군,49.0,49.0,51.0,31.0,35.0,26.0,18.0,18.0,17.0,19.0,27.0,27.0,2026.3946336305733
전라북도 부안군,61.0,61.0,73.0,46.0,59.0,41.0,33.0,35.0,32.0,40.0,42.0,33.0,6087.260787134147
전라북도 순창군,49.0,55.0,57.0,36.0,41.0,30.0,21.0,28.0,26.0,29.0,35.0,33.0,3217.107474620689
전라북도 완주군,60.0,60.0,65.0,43.0,48.0,37.0,25.0,24.0,21.0,28.0,39.0,35.0,5601.709092413793
전라북도 익산시,71.66666667,68.33333333,76.0,50.0,57.33333333,40.66666667,28.33333333,29.33333333,27.66666667,40.33333333,50.33333333,36.33333333,4909.076589538462
전라북도 임실군,28.0,30.0,31.5,20.5,22.0,18.5,11.5,12.0,9.0,11.5,18.0,16.5,3575.950955657895
전라북도 장수군,52.0,55.0,59.0,39.0,40.0,28.0,14.0,26.0,30.0,36.0,51.0,46.0,2986.3800789600014
전라북도 전주시,66.0,67.5,71.75,47.0,50.25,42.0,26.75,31.5,29.25,39.0,48.25,38.5,2871.3153419491528
전라북도 정읍시,56.5,59.0,65.0,41.0,46.0,41.0,31.0,32.5,29.0,35.0,39.0,32.0,5846.244344
전라북도 진안군,55.0,55.0,62.0,39.0,41.0,37.0,24.0,24.0,19.0,24.0,38.0,33.0,3240.6451815972223
제주특별자치도 서귀포시,24.0,28.75,35.0,25.75,29.75,21.25,18.25,22.25,16.75,23.0,28.25,26.0,6314.4551013422815
제주특별자치도 제주시,39.0,46.5,55.5,43.0,47.5,33.5,27.5,30.0,28.5,34.5,44.0,33.0,12504.25238687861
충청남도 계룡시,57.0,51.0,60.0,36.0,46.0,29.0,22.0,24.0,21.0,27.0,41.0,38.0,359.34913035211264
충청남도 공주시,60.0,57.0,64.0,41.0,52.0,37.0,26.0,24.0,22.0,31.0,39.0,40.0,4962.710077942856
충청남도 금산군,55.0,50.0,58.0,36.0,39.0,30.0,18.0,21.0,24.0,36.0,51.0,49.0,2014.3366843478263
충청남도 논산시,65.0,64.0,70.0,39.0,50.0,35.0,26.0,29.0,26.0,34.0,46.0,42.0,4815.134139065935
충청남도 당진시,75.5,70.0,88.0,58.5,70.0,43.5,30.5,32.0,32.0,47.5,53.5,51.5,100337.19978165046
충청남도 보령시,55.0,50.5,57.0,35.5,48.0,29.0,20.5,25.0,23.5,36.0,43.0,39.0,6458.627909367814
충청남도 부여군,55.0,54.0,56.0,34.0,48.0,31.0,26.0,28.0,24.0,32.0,43.0,40.0,3409.115142874251
충청남도 서산시,50.0,46.66666667,55.0,39.66666667,48.0,28.0,26.0,29.0,27.0,37.33333333,39.66666667,36.33333333,5462.888067839197
충청남도 서천군,32.66666667,54.66666667,62.33333333,38.0,47.66666667,28.0,25.33333333,29.66666667,26.0,35.33333333,40.33333333,34.66666667,2658.8434303428576
충청남도 아산시,71.6,65.0,80.0,54.4,63.2,43.2,31.4,32.0,30.6,48.2,55.4,49.8,6217.738786683674
충청남도 예산군,64.0,59.0,69.0,43.0,53.0,35.0,26.0,25.0,25.0,37.0,45.0,41.0,4808.793165755815
충청남도 천안시,73.66666667,67.33333333,77.0,47.66666667,52.0,34.66666667,28.33333333,30.0,26.0,35.33333333,50.33333333,47.33333333,4627.129584879996
충청남도 청양군,58.0,54.0,61.0,39.0,46.0,31.0,23.0,24.0,18.0,31.0,38.0,36.0,3022.85102522388
